locus_tag	ftype	length_bp	gene	EC_number	COG	product
DMAJDCCL_04698	CDS	273			COG1662	IS1 family transposase IS1H
DMAJDCCL_04699	CDS	180				hypothetical protein
DMAJDCCL_04700	CDS	450				hypothetical protein
DMAJDCCL_04701	CDS	318	metJ		COG3060	Met repressor
DMAJDCCL_04702	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
DMAJDCCL_04703	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
DMAJDCCL_04704	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
DMAJDCCL_04705	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
DMAJDCCL_04706	CDS	906	yijE			putative cystine transporter YijE
DMAJDCCL_04707	CDS	618				hypothetical protein
DMAJDCCL_04708	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
DMAJDCCL_04709	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
DMAJDCCL_04710	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
DMAJDCCL_04711	CDS	1080	manP_3		COG1299	PTS system mannose-specific EIIBCA component
DMAJDCCL_04712	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
DMAJDCCL_04713	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
DMAJDCCL_04714	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
DMAJDCCL_04715	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
DMAJDCCL_04716	CDS	852	rhaS_5			HTH-type transcriptional activator RhaS
DMAJDCCL_04717	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
DMAJDCCL_04718	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
DMAJDCCL_04719	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
DMAJDCCL_04720	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
DMAJDCCL_04721	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
DMAJDCCL_04722	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
DMAJDCCL_04723	CDS	1215	rspA_2		COG4948	Starvation-sensing protein RspA
DMAJDCCL_04724	CDS	1284	lgoT_2			putative L-galactonate transporter
DMAJDCCL_04725	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
DMAJDCCL_04726	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
DMAJDCCL_04727	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
DMAJDCCL_04728	CDS	360	yijD			Inner membrane protein YijD
DMAJDCCL_04729	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
DMAJDCCL_04730	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
DMAJDCCL_04731	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
DMAJDCCL_04732	rRNA	1538				16S ribosomal RNA
DMAJDCCL_04733	tRNA	76				tRNA-Glu(ttc)
DMAJDCCL_04734	rRNA	2901				23S ribosomal RNA
DMAJDCCL_04735	rRNA	111				5S ribosomal RNA
DMAJDCCL_04736	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
DMAJDCCL_04737	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
DMAJDCCL_04738	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
DMAJDCCL_04739	tRNA	76				tRNA-Thr(tgt)
DMAJDCCL_04740	tRNA	85				tRNA-Tyr(gta)
DMAJDCCL_04741	tRNA	75				tRNA-Gly(tcc)
DMAJDCCL_04742	tRNA	76				tRNA-Thr(ggt)
DMAJDCCL_04743	CDS	1185	tufB		COG0050	Elongation factor Tu 2
DMAJDCCL_04744	CDS	384	secE		COG0690	Protein translocase subunit SecE
DMAJDCCL_04745	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
DMAJDCCL_04746	CDS	429	rplK		COG0080	50S ribosomal protein L11
DMAJDCCL_04747	CDS	705	rplA		COG0081	50S ribosomal protein L1
DMAJDCCL_04748	CDS	498	rplJ		COG0244	50S ribosomal protein L10
DMAJDCCL_04749	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
DMAJDCCL_04750	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
DMAJDCCL_04751	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
DMAJDCCL_04752	CDS	540	htrC			Heat shock protein C
DMAJDCCL_04753	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
DMAJDCCL_04754	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
DMAJDCCL_04755	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
DMAJDCCL_04756	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
DMAJDCCL_04757	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
DMAJDCCL_04758	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
DMAJDCCL_04759	CDS	477	rsd		COG3160	Regulator of sigma D
DMAJDCCL_04760	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
DMAJDCCL_04761	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
DMAJDCCL_04762	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
DMAJDCCL_04763	CDS	591			COG3068	putative protein
DMAJDCCL_04764	CDS	273	hupA			DNA-binding protein HU-alpha
DMAJDCCL_04765	CDS	636				hypothetical protein
DMAJDCCL_04766	CDS	426	zraP		COG3678	Zinc resistance-associated protein
DMAJDCCL_04767	CDS	129				hypothetical protein
DMAJDCCL_04768	CDS	1377	zraS	2.7.13.3		Sensor protein ZraS
DMAJDCCL_04769	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
DMAJDCCL_04770	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
DMAJDCCL_04771	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
DMAJDCCL_04772	rRNA	1538				16S ribosomal RNA
DMAJDCCL_04773	tRNA	76				tRNA-Glu(ttc)
DMAJDCCL_04774	rRNA	2901				23S ribosomal RNA
DMAJDCCL_04775	rRNA	111				5S ribosomal RNA
DMAJDCCL_04776	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
DMAJDCCL_04777	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
DMAJDCCL_04778	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
DMAJDCCL_04779	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
DMAJDCCL_04780	CDS	1737	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
DMAJDCCL_04781	CDS	1575				hypothetical protein
DMAJDCCL_04782	CDS	825	iclR		COG1414	Transcriptional repressor IclR
DMAJDCCL_04783	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
DMAJDCCL_04784	CDS	1632				hypothetical protein
DMAJDCCL_04785	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
DMAJDCCL_04786	CDS	873	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
DMAJDCCL_04787	CDS	273				hypothetical protein
DMAJDCCL_04788	CDS	165				hypothetical protein
DMAJDCCL_04789	CDS	1128				hypothetical protein
DMAJDCCL_04790	CDS	765				hypothetical protein
DMAJDCCL_04791	CDS	927				hypothetical protein
DMAJDCCL_04792	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
DMAJDCCL_04793	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
DMAJDCCL_04794	CDS	243				hypothetical protein
DMAJDCCL_04795	CDS	639	gfcB_2			putative lipoprotein GfcB
DMAJDCCL_04796	CDS	738				hypothetical protein
DMAJDCCL_04797	CDS	2097				hypothetical protein
DMAJDCCL_04798	CDS	411	psiE		COG3223	Protein PsiE
DMAJDCCL_04799	CDS	1476	xylE			D-xylose-proton symporter
DMAJDCCL_04800	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
DMAJDCCL_04801	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
DMAJDCCL_04802	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
DMAJDCCL_04803	CDS	96				hypothetical protein
DMAJDCCL_04804	CDS	1116	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
DMAJDCCL_04805	CDS	1341	lamB		COG4580	Maltoporin
DMAJDCCL_04806	CDS	921				hypothetical protein
DMAJDCCL_04807	CDS	153				hypothetical protein
DMAJDCCL_04808	CDS	195				hypothetical protein
DMAJDCCL_04809	CDS	1329				hypothetical protein
DMAJDCCL_04810	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
DMAJDCCL_04811	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
DMAJDCCL_04812	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
DMAJDCCL_04813	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
DMAJDCCL_04814	CDS	609	lexA_4	3.4.21.88	COG1974	LexA repressor
DMAJDCCL_04815	CDS	1347	dinF		COG0534	DNA damage-inducible protein F
DMAJDCCL_04816	CDS	210				hypothetical protein
DMAJDCCL_04817	CDS	516	zur		COG0735	Zinc uptake regulation protein
DMAJDCCL_04818	CDS	255				hypothetical protein
DMAJDCCL_04819	CDS	714				hypothetical protein
DMAJDCCL_04820	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
DMAJDCCL_04821	CDS	243	pspG			Phage shock protein G
DMAJDCCL_04822	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
DMAJDCCL_04823	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
DMAJDCCL_04824	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
DMAJDCCL_04825	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
DMAJDCCL_04826	CDS	504				hypothetical protein
DMAJDCCL_04827	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
DMAJDCCL_04828	CDS	417				hypothetical protein
DMAJDCCL_04829	CDS	357	yjbR		COG2315	putative protein YjbR
DMAJDCCL_04830	CDS	2823	uvrA		COG0178	UvrABC system protein A
DMAJDCCL_04831	CDS	537	ssb_1		COG0629	Single-stranded DNA-binding protein
DMAJDCCL_04832	CDS	282				hypothetical protein
DMAJDCCL_04833	CDS	1587	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
DMAJDCCL_04834	CDS	324	soxS			Regulatory protein SoxS
DMAJDCCL_04835	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
DMAJDCCL_04836	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
DMAJDCCL_04837	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
DMAJDCCL_04838	CDS	1293				hypothetical protein
DMAJDCCL_04839	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
DMAJDCCL_04840	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
DMAJDCCL_04841	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
DMAJDCCL_04842	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
DMAJDCCL_04843	CDS	567	nrfB			Cytochrome c-type protein NrfB
DMAJDCCL_04844	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
DMAJDCCL_04845	CDS	957				hypothetical protein
DMAJDCCL_04846	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
DMAJDCCL_04847	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
DMAJDCCL_04848	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
DMAJDCCL_04849	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
DMAJDCCL_04850	CDS	690				hypothetical protein
DMAJDCCL_04851	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
DMAJDCCL_04852	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
DMAJDCCL_04853	CDS	1467	cusC_2		COG1538	Cation efflux system protein CusC
DMAJDCCL_04854	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
DMAJDCCL_04855	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
DMAJDCCL_04856	CDS	276				hypothetical protein
DMAJDCCL_04857	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
DMAJDCCL_04858	CDS	318	lacA_2	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
DMAJDCCL_04859	CDS	330				hypothetical protein
DMAJDCCL_04860	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
DMAJDCCL_04861	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
DMAJDCCL_04862	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
DMAJDCCL_04863	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
DMAJDCCL_04864	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
DMAJDCCL_04865	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
DMAJDCCL_04866	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
DMAJDCCL_04867	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
DMAJDCCL_04868	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
DMAJDCCL_04869	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
DMAJDCCL_04870	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
DMAJDCCL_04871	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
DMAJDCCL_04872	CDS	1017				hypothetical protein
DMAJDCCL_04873	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
DMAJDCCL_04874	CDS	444				hypothetical protein
DMAJDCCL_04875	CDS	336				hypothetical protein
DMAJDCCL_04876	CDS	2229	crfC_2		COG0699	Clamp-binding protein CrfC
DMAJDCCL_04877	CDS	879				hypothetical protein
DMAJDCCL_04878	CDS	1503	proP			Proline/betaine transporter
DMAJDCCL_04879	CDS	90				hypothetical protein
DMAJDCCL_04880	CDS	1101	basS	2.7.13.3		Sensor protein BasS
DMAJDCCL_04881	CDS	669	basR			Transcriptional regulatory protein BasR
DMAJDCCL_04882	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
DMAJDCCL_04883	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
DMAJDCCL_04884	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
DMAJDCCL_04885	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
DMAJDCCL_04886	CDS	909	melR_2			Melibiose operon regulatory protein
DMAJDCCL_04887	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
DMAJDCCL_04888	CDS	1410	melB		COG2211	Melibiose carrier protein
DMAJDCCL_04889	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
DMAJDCCL_04890	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
DMAJDCCL_04891	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
DMAJDCCL_04892	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
DMAJDCCL_04893	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
DMAJDCCL_04894	CDS	231				hypothetical protein
DMAJDCCL_04895	CDS	273	yjdJ		COG2388	putative protein YjdJ
DMAJDCCL_04896	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
DMAJDCCL_04897	CDS	174	ghoT			Toxin GhoT
DMAJDCCL_04898	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
DMAJDCCL_04899	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
DMAJDCCL_04900	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
DMAJDCCL_04901	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
DMAJDCCL_04902	CDS	1539	cadC		COG3710	Transcriptional activator CadC
DMAJDCCL_04903	CDS	843				hypothetical protein
DMAJDCCL_04904	CDS	207				hypothetical protein
DMAJDCCL_04905	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
DMAJDCCL_04906	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
DMAJDCCL_04907	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
DMAJDCCL_04908	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
DMAJDCCL_04909	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
DMAJDCCL_04910	CDS	105				hypothetical protein
DMAJDCCL_04911	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
DMAJDCCL_04912	CDS	1320	potE		COG0531	Putrescine transporter PotE
DMAJDCCL_04913	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
DMAJDCCL_04914	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
DMAJDCCL_04915	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
DMAJDCCL_04916	CDS	363	ybfE			putative protein YbfE
DMAJDCCL_04917	CDS	531	fldA		COG0716	Flavodoxin 1
DMAJDCCL_04918	CDS	447	fur		COG0735	Ferric uptake regulation protein
DMAJDCCL_04919	CDS	327	chiQ			putative lipoprotein ChiQ
DMAJDCCL_04920	CDS	1407	chiP			Chitoporin
DMAJDCCL_04921	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
DMAJDCCL_04922	CDS	123				hypothetical protein
DMAJDCCL_04923	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
DMAJDCCL_04924	CDS	801	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
DMAJDCCL_04925	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
DMAJDCCL_04926	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
DMAJDCCL_04927	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
DMAJDCCL_04928	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
DMAJDCCL_04929	tRNA	77				tRNA-Met(cat)
DMAJDCCL_04930	tRNA	85				tRNA-Leu(tag)
DMAJDCCL_04931	tRNA	75				tRNA-Gln(ttg)
DMAJDCCL_04932	tRNA	75				tRNA-Gln(ttg)
DMAJDCCL_04933	tRNA	77				tRNA-Met(cat)
DMAJDCCL_04934	tRNA	75				tRNA-Gln(ctg)
DMAJDCCL_04935	tRNA	75				tRNA-Gln(ctg)
DMAJDCCL_04936	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
DMAJDCCL_04937	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
DMAJDCCL_04938	CDS	1080	ybeZ		COG1702	PhoH-like protein
DMAJDCCL_04939	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
DMAJDCCL_04940	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
DMAJDCCL_04941	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
DMAJDCCL_04942	CDS	786				hypothetical protein
DMAJDCCL_04943	CDS	1077	glpG_2	3.4.21.105		Rhomboid protease GlpG
DMAJDCCL_04944	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
DMAJDCCL_04945	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
DMAJDCCL_04946	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
DMAJDCCL_04947	CDS	726	glnQ_3			Glutamine transport ATP-binding protein GlnQ
DMAJDCCL_04948	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
DMAJDCCL_04949	CDS	1671	hscC		COG0443	Chaperone protein HscC
DMAJDCCL_04950	CDS	1452				hypothetical protein
DMAJDCCL_04951	CDS	708				hypothetical protein
DMAJDCCL_04952	CDS	555	ybeT		COG0790	Sel1-repeat-containing protein YbeT
DMAJDCCL_04953	CDS	1428				hypothetical protein
DMAJDCCL_04954	CDS	708				hypothetical protein
DMAJDCCL_04955	CDS	978	esiB			Secretory immunoglobulin A-binding protein EsiB
DMAJDCCL_04956	CDS	483				hypothetical protein
DMAJDCCL_04957	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
DMAJDCCL_04958	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
DMAJDCCL_04959	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
DMAJDCCL_04960	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
DMAJDCCL_04961	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
DMAJDCCL_04962	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
DMAJDCCL_04963	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
DMAJDCCL_04964	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
DMAJDCCL_04965	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
DMAJDCCL_04966	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
DMAJDCCL_04967	CDS	1284	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
DMAJDCCL_04968	CDS	264				hypothetical protein
DMAJDCCL_04969	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
DMAJDCCL_04970	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
DMAJDCCL_04971	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
DMAJDCCL_04972	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
DMAJDCCL_04973	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
DMAJDCCL_04974	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
DMAJDCCL_04975	CDS	210	cspE			Cold shock-like protein CspE
DMAJDCCL_04976	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
DMAJDCCL_04977	CDS	1386	dcuD_2		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
DMAJDCCL_04978	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
DMAJDCCL_04979	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
DMAJDCCL_04980	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
DMAJDCCL_04981	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
DMAJDCCL_04982	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
DMAJDCCL_04983	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
DMAJDCCL_04984	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
DMAJDCCL_04985	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
DMAJDCCL_04986	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
DMAJDCCL_04987	CDS	807	rna	4.6.1.21	COG3719	Ribonuclease I
DMAJDCCL_04988	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
DMAJDCCL_04989	CDS	90	yldA			Protein YldA
DMAJDCCL_04990	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
DMAJDCCL_04991	CDS	429	uspG		COG0589	Universal stress protein UP12
DMAJDCCL_04992	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
DMAJDCCL_04993	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
DMAJDCCL_04994	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
DMAJDCCL_04995	CDS	903	ybdO_2			putative HTH-type transcriptional regulator YbdO
DMAJDCCL_04996	CDS	1221				hypothetical protein
DMAJDCCL_04997	CDS	630	ybdM		COG1475	putative protein YbdM
DMAJDCCL_04998	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
DMAJDCCL_04999	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
DMAJDCCL_05000	CDS	198				hypothetical protein
DMAJDCCL_05001	CDS	2106	cstA		COG1966	Peptide transporter CstA
DMAJDCCL_05002	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
DMAJDCCL_05003	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
DMAJDCCL_05004	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
DMAJDCCL_05005	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
DMAJDCCL_05006	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
DMAJDCCL_05007	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
DMAJDCCL_05008	CDS	1251	entS		COG0477	Enterobactin exporter EntS
DMAJDCCL_05009	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
DMAJDCCL_05010	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
DMAJDCCL_05011	CDS	816	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
DMAJDCCL_05012	CDS	1134	fepE		COG3765	Ferric enterobactin transport protein FepE
DMAJDCCL_05013	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
DMAJDCCL_05014	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
DMAJDCCL_05015	CDS	1203	fes_2		COG2382	Enterochelin esterase
DMAJDCCL_05016	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
